PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Al Horford,ATL,Florida,Dominican Republic,-69.92,18.48,2007,1,3
Francisco Garcia,SAC,Louisville,Dominican Republic,-69.92,18.48,2005,1,23
Alexis Ajinca,TOR,None,France,2.29,48.85,2008,1,20
Boris Diaw,CHA,None,France,2.29,48.85,2003,1,21
Ian Mahinmi,DAL,None,France,2.29,48.85,2005,1,28
Johan Petro,NJN,None,France,2.29,48.85,2005,1,25
Kevin Seraphin,WAS,None,France,2.29,48.85,2010,1,17
Mickael Pietrus,PHX,None,France,2.29,48.85,2003,1,11
Nicolas Batum,POR,None,France,2.29,48.85,2008,1,25
Pape Sy,ATL,None,France,2.29,48.85,2010,2,53
Rodrigue Beaubois,DAL,None,France,2.29,48.85,2009,1,25
Ronny Turiaf,NYK,Gonzaga,France,2.29,48.85,2005,2,37
Tony Parker,SAS,None,France,2.29,48.85,2001,1,28
Anderson Varejao,CLE,None,Brazil,-46.625,-23.533,2004,2,30
Leandro Barbosa,TOR,None,Brazil,-46.625,-23.533,2003,1,28
Nene,DEN,None,Brazil,-46.625,-23.533,2002,1,7
Tiago Splitter,SAS,None,Brazil,-46.625,-23.533,2007,1,28
Andrea Bargnani,TOR,None,Italy,12.496,41.90,2006,1,1
Danilo Gallinari,DEN,None,Italy,12.496,41.90,2008,1,6
Marco Belinelli,NOH,None,Italy,12.496,41.90,2007,1,18
Andrei Kirilenko,UTA,None,Russia,55.75,37.61,1999,1,24
Timofey Mozgov,DEN,None,Russia,55.75,37.61,Undrafted,Undrafted,Undrafted
Andres Nocioni,PHI,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Carlos Delfino,MIL,None,Argentina,-58.38,-34.6,2003,1,25
Fabricio Oberto,POR,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Luis Scola,HOU,None,Argentina,-58.38,-34.6,2002,2,55
Manu Ginobili,SAS,None,Argentina,-58.38,-34.6,1999,2,57
Andrew Bogut,MIL,Utah,Australia,150.91,-31.083,2005,1,1
David Andersen,NOH,None,Australia,150.91,-31.083,2002,2,36
Patty Mills,POR,St.Mary's College of California,Australia,150.91,-31.083,2009,2,55
Andris Biedrins,GSW,None,Latvia,24.10,56.946,2004,1,11
Beno Udrih,SAC,None,Slovenia,14.50,46.05,2004,1,28
Goran Dragic,HOU,None,Slovenia,14.50,46.05,2008,2,45
Sasha Vujacic,NJN,None,Slovenia,14.50,46.05,2004,1,27
Carlos Arroyo,BOS,Florida International,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
J.J. Barea,DAL,Northeastern,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
Christian Eyenga,CLE,None,Congo,15.30,-4.32,2009,1,30
DJ Mbenga,NOH,None,Belgium,4.402,51.26,Undrafted,Undrafted,Undrafted
Dan Gadzuric,NJN,UCLA,Netherlands,4.89,52.37,2002,2,33
Francisco Elson,UTA,California,Netherlands,4.89,52.37,1999,2,41
Darius Songaila,PHI,Wake Forest,Lithuania,25.27,54.68,2002,2,49
Linas Kleiza,TOR,Missouri,Lithuania,25.27,54.68,2005,1,27
Zydrunas Ilgauskas,MIA,None,Lithuania,25.27,54.68,1996,1,20
Darko Milicic,MIN,None,Serbia,20.45,44.78,2003,1,2
Nenad Krstic,BOS,None,Serbia,20.45,44.78,2002,1,24
Peja Stojakovic,DAL,None,Serbia,20.45,44.78,1996,1,14
Vladimir Radmanovic,GSW,None,Serbia,20.45,44.78,2001,1,12
DeSagana Diop,CHA,None,Senegal,-17.4676,14.7166,2001,1,8
Hamady Ndiaye,WAS,Rutgers,Senegal,-17.4676,14.7166,2010,2,56
Dirk Nowitzki,DAL,None,Germany,11.43,48.77,1998,1,9
Eduardo Najera,CHA,Oklahoma,Mexico,-99.1332,19.432,2000,2,38
Ersan Ilyasova,MIL,None,Turkey,28.97,41.01,2005,2,36
Hedo Turkoglu,ORL,None,Turkey,28.97,41.01,2000,1,16
