PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Andres Nocioni,CHI,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Fabricio Oberto,SAS,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Walter Herrmann,CHA,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Carlos Delfino,DET,None,Argentina,-58.38,-34.6,2003,1,25
Manu Ginobili,SAS,None,Argentina,-58.38,-34.6,1999,2,57
Carlos Arroyo,ORL,Florida International,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
J.J. Barea,DAL,Northeastern,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
DJ Mbenga,DAL,None,Belgium,4.402,51.26,Undrafted,Undrafted,Undrafted
Esteban Batista,ATL,None,Uruguay,-56.16,-34.90,Undrafted,Undrafted,Undrafted
Jorge Garbajosa,TOR,None,Spain,-3.70,40.416,Undrafted,Undrafted,Undrafted
Jose Calderon,TOR,None,Spain,-3.70,40.416,Undrafted,Undrafted,Undrafted
Sergio Rodriguez,POR,None,Spain,-3.70,40.416,2006,1,27
Pau Gasol,MEM,None,Spain,-3.70,40.416,2001,1,3
Kelenna Azubuike,GSW,Kentucky,United Kingdom,-1.080,53.95,Undrafted,Undrafted,Undrafted
Luol Deng,CHI,Duke,United Kingdom,-1.080,53.95,2004,1,7
Pat Burke,PHX,Auburn,Ireland,-6.26,53.35,Undrafted,Undrafted,Undrafted
Raja Bell,PHX,Florida International,US Virgin Islands,-83.82,34.29,Undrafted,Undrafted,Undrafted
Tim Duncan,SAS,Wake Forest,US Virgin Islands,-83.82,34.29,1997,1,1
Sarunas Jasikevicius,GSW,Maryland,Lithuania,25.27,54.68,Undrafted,Undrafted,Undrafted
Linas Kleiza,DEN,Missouri,Lithuania,25.27,54.68,2005,1,27
Darius Songaila,WAS,Wake Forest,Lithuania,25.27,54.68,2002,2,49
Zydrunas Ilgauskas,CLE,None,Lithuania,25.27,54.68,1996,1,20
