PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Andres Nocioni,CHI,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Fabricio Oberto,SAS,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Carlos Delfino,DET,None,Argentina,-58.38,-34.6,2003,1,25
Manu Ginobili,SAS,None,Argentina,-58.38,-34.6,1999,2,57
Arvydas Macijauskas,NOK,None,Lithuania,25.27,54.68,Undrafted,Undrafted,Undrafted
Sarunas Jasikevicius,IND,Maryland,Lithuania,25.27,54.68,Undrafted,Undrafted,Undrafted
Linas Kleiza,DEN,Missouri,Lithuania,25.27,54.68,2005,1,27
Martynas Andriuskevicius,CLE,None,Lithuania,25.27,54.68,2005,2,44
Darius Songaila,CHI,Wake Forest,Lithuania,25.27,54.68,2002,2,49
Zydrunas Ilgauskas,CLE,None,Lithuania,25.27,54.68,1996,1,20
Boniface Ndong,LAC,None,Senegal,-17.4676,14.7166,Undrafted,Undrafted,Undrafted
Pape Sow,TOR,California State-Fullerton,Senegal,-17.4676,14.7166,2004,2,47
DeSagana Diop,DAL,None,Senegal,-17.4676,14.7166,2001,1,8
Carlos Arroyo,ORL,Florida International,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
DJ Mbenga,DAL,None,Belgium,4.402,51.26,Undrafted,Undrafted,Undrafted
Deng Gai,PHI,Fairfield,South Sudan,31.57,4.85,Undrafted,Undrafted,Undrafted
Esteban Batista,ATL,None,Uruguay,-56.16,-34.90,Undrafted,Undrafted,Undrafted
Jose Calderon,TOR,None,Spain,-3.70,40.416,Undrafted,Undrafted,Undrafted
Pau Gasol,MEM,None,Spain,-3.70,40.416,2001,1,3
Milt Palacio,UTA,Colorado State,Belize,-87.94328,18.00,Undrafted,Undrafted,Undrafted
Pat Burke,PHX,Auburn,Ireland,-6.26,53.35,Undrafted,Undrafted,Undrafted
Raja Bell,PHX,Florida International,US Virgin Islands,-83.82,34.29,Undrafted,Undrafted,Undrafted
