PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Al Horford,BOS,Florida,Dominican Republic,-69.92,18.48,2007,1,3
Alex Abrines,OKC,None,Spain,-3.70,40.416,2013,2,32
Jose Calderon,ATL,None,Spain,-3.70,40.416,Undrafted,Undrafted,Undrafted
Juancho Hernangomez,DEN,None,Spain,-3.70,40.416,2016,1,15
Marc Gasol,MEM,None,Spain,-3.70,40.416,2007,2,48
Pau Gasol,SAS,None,Spain,-3.70,40.416,2001,1,3
Ricky Rubio,MIN,None,Spain,-3.70,40.416,2009,1,5
Sergio Rodriguez,PHI,None,Spain,-3.70,40.416,2006,1,27
Willy Hernangomez,NYK,None,Spain,-3.70,40.416,2015,2,35
Alex Len,PHX,Maryland,Ukraine,37.80,48.00,2013,1,5
Joel Bolomboy,UTA,Weber State,Ukraine,37.80,48.00,2016,2,52
Alexis Ajinca,NOP,None,France,2.29,48.85,2008,1,20
Axel Toupane,NOP,None,France,2.29,48.85,Undrafted,Undrafted,Undrafted
Boris Diaw,UTA,None,France,2.29,48.85,2003,1,21
Evan Fournier,ORL,None,France,2.29,48.85,2012,1,20
Ian Mahinmi,WAS,None,France,2.29,48.85,2005,1,28
Joffrey Lauvergne,CHI,None,France,2.29,48.85,2013,2,55
Kevin Seraphin,IND,None,France,2.29,48.85,2010,1,17
Nicolas Batum,CHA,None,France,2.29,48.85,2008,1,25
Rudy Gobert,UTA,None,France,2.29,48.85,2013,1,27
Timothe Luwawu-Cabarrot,PHI,None,France,2.29,48.85,2016,1,24
Tony Parker,SAS,None,France,2.29,48.85,2001,1,28
Anderson Varejao,GSW,None,Brazil,-46.625,-23.533,2004,2,30
Bruno Caboclo,TOR,None,Brazil,-46.625,-23.533,2014,1,20
Cristiano Felicio,CHI,None,Brazil,-46.625,-23.533,Undrafted,Undrafted,Undrafted
Leandro Barbosa,PHX,None,Brazil,-46.625,-23.533,2003,1,28
Lucas Nogueira,TOR,None,Brazil,-46.625,-23.533,2013,1,16
Marcelo Huertas,LAL,None,Brazil,-46.625,-23.533,Undrafted,Undrafted,Undrafted
Nene,HOU,None,Brazil,-46.625,-23.533,2002,1,7
Raul Neto,UTA,None,Brazil,-46.625,-23.533,2013,2,47
Tiago Splitter,PHI,None,Brazil,-46.625,-23.533,2007,1,28
Andrew Bogut,CLE,Utah,Australia,150.91,-31.083,2005,1,1
Aron Baynes,DET,Washington State,Australia,150.91,-31.083,Undrafted,Undrafted,Undrafted
Dante Exum,UTA,None,Australia,150.91,-31.083,2014,1,5
Joe Ingles,UTA,None,Australia,150.91,-31.083,Undrafted,Undrafted,Undrafted
Kyrie Irving,CLE,Duke,Australia,150.91,-31.083,2011,1,1
Matthew Dellavedova,MIL,St.Mary's College of California,Australia,150.91,-31.083,Undrafted,Undrafted,Undrafted
Patty Mills,SAS,St.Mary's College of California,Australia,150.91,-31.083,2009,2,55
Andrew Nicholson,BKN,St. Bonaventure,Canada,-102.46,52.32,2012,1,19
Andrew Wiggins,MIN,Kansas,Canada,-102.46,52.32,2014,1,1
Anthony Bennett,BKN,UNLV,Canada,-102.46,52.32,2013,1,1
Cory Joseph,TOR,Texas-Austin,Canada,-102.46,52.32,2011,1,29
Dwight Powell,DAL,Stanford,Canada,-102.46,52.32,2014,2,45
Jamal Murray,DEN,Kentucky,Canada,-102.46,52.32,2016,1,7
Joel Anthony,SAS,UNLV,Canada,-102.46,52.32,Undrafted,Undrafted,Undrafted
Kelly Olynyk,BOS,Gonzaga,Canada,-102.46,52.32,2013,1,13
Kyle Wiltjer,HOU,Gonzaga,Canada,-102.46,52.32,Undrafted,Undrafted,Undrafted
Nik Stauskas,PHI,Michigan,Canada,-102.46,52.32,2014,1,8
Trey Lyles,UTA,Kentucky,Canada,-102.46,52.32,2015,1,12
Tristan Thompson,CLE,Texas-Austin,Canada,-102.46,52.32,2011,1,4
Tyler Ennis,LAL,Syracuse,Canada,-102.46,52.32,2014,1,18
Ben Bentil,DAL,Providence,Ghana,-0.205,5.614,2016,2,51
Beno Udrih,DET,None,Slovenia,14.50,46.05,2004,1,28
Goran Dragic,MIA,None,Slovenia,14.50,46.05,2008,2,45
Sasha Vujacic,NYK,None,Slovenia,14.50,46.05,2004,1,27
Bismack Biyombo,ORL,None,DRC,15.82,-0.228,2011,1,7
Emmanuel Mudiay,DEN,None,DRC,15.82,-0.228,2015,1,7
Boban Marjanovic,DET,None,Serbia,20.45,44.78,Undrafted,Undrafted,Undrafted
Nemanja Bjelica,MIN,None,Serbia,20.45,44.78,2010,2,35
Nikola Jokic,DEN,None,Serbia,20.45,44.78,2014,2,41
Bojan Bogdanovic,WAS,None,Croatia,15.96,45.815,2011,2,31
Damjan Rudez,ORL,None,Croatia,15.96,45.815,Undrafted,Undrafted,Undrafted
Dario Saric,PHI,None,Croatia,15.96,45.815,2014,1,12
Dragan Bender,PHX,None,Croatia,15.96,45.815,2016,1,4
Ivica Zubac,LAL,None,Croatia,15.96,45.815,2016,2,32
Mario Hezonja,ORL,None,Croatia,15.96,45.815,2015,1,5
Buddy Hield,SAC,Oklahoma,Bahamas,-77.34,25.05,2016,1,6
Cheick Diallo,NOP,Kansas,Mali,-3.996,17.570,2016,2,33
Clint Capela,HOU,None,Switzerland,6.14,46.204,2014,1,25
Thabo Sefolosha,ATL,None,Switzerland,6.14,46.204,2006,1,13
Danilo Gallinari,DEN,None,Italy,12.496,41.90,2008,1,6
Marco Belinelli,CHA,None,Italy,12.496,41.90,2007,1,18
Davis Bertans,SAS,None,Latvia,24.10,56.946,2011,2,42
Kristaps Porzingis,NYK,None,Latvia,24.10,56.946,2015,1,4
Dennis Schroder,ATL,None,Germany,11.43,48.77,2013,1,17
Dirk Nowitzki,DAL,None,Germany,11.43,48.77,1998,1,9
Paul Zipser,CHI,None,Germany,11.43,48.77,2016,2,48
Domantas Sabonis,OKC,Gonzaga,Lithuania,25.27,54.68,2016,1,11
Donatas Motiejunas,NOP,None,Lithuania,25.27,54.68,2011,1,20
Jonas Valanciunas,TOR,None,Lithuania,25.27,54.68,2011,1,5
Mindaugas Kuzminskas,NYK,None,Lithuania,25.27,54.68,Undrafted,Undrafted,Undrafted
Edy Tavares,CLE,None,Cabo Verde,-22.80,16.09,2014,2,43
Enes Freedom,OKC,None,Turkey,28.97,41.01,2011,1,3
Ersan Ilyasova,ATL,None,Turkey,28.97,41.01,2005,2,36
Omer Asik,NOP,None,Turkey,28.97,41.01,2008,2,36
Georgios Papagiannis,SAC,None,Greece,23.72,37.98,2016,1,13
Giannis Antetokounmpo,MIL,None,Greece,23.72,37.98,2013,1,15
Gorgui Dieng,MIN,Louisville,Senegal,-17.4676,14.7166,2013,1,21
Maurice Ndour,NYK,Ohio,Senegal,-17.4676,14.7166,Undrafted,Undrafted,Undrafted
Greivis Vasquez,BKN,Maryland,Venezuela,-66.91,10.500,2010,1,28
J.J. Barea,DAL,Northeastern,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
Jakob Poeltl,TOR,Utah,Austria,16.36,48.21,2016,1,9
Joel Embiid,PHI,Kansas,Cameroon,9.78,4.06,2014,1,3
Luc Mbah a Moute,LAC,UCLA,Cameroon,9.78,4.06,2008,2,37
Pascal Siakam,TOR,New Mexico State,Cameroon,9.78,4.06,2016,1,27
Jonas Jerebko,BOS,None,Sweden,18.06,59.33,2009,2,39
Jusuf Nurkic,POR,None,Bosnia and Herzegovina,18.41,43.856,2014,1,16
Mirza Teletovic,MIL,None,Bosnia and Herzegovina,18.41,43.856,Undrafted,Undrafted,Undrafted
Luis Scola,BKN,None,Argentina,-58.38,-34.6,2002,2,55
Manu Ginobili,SAS,None,Argentina,-58.38,-34.6,1999,2,57
Nicolas Brussino,DAL,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Nicolas Laprovittola,SAS,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Patricio Garino,ORL,George Washington,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Luol Deng,LAL,Duke,United Kingdom,-1.080,53.95,2004,1,7
Marcin Gortat,WAS,None,Poland,21.017,52.237,2005,2,57
Nikola Mirotic,CHI,None,Montenegro,19.26,42.44,2011,1,23
Nikola Vucevic,ORL,Southern California,Montenegro,19.26,42.44,2011,1,16
Omri Casspi,MIN,None,Israel,35.21,31.77,2009,1,23
Salah Mejri,DAL,None,Tunisia,10.18,36.80,Undrafted,Undrafted,Undrafted
Serge Ibaka,TOR,None,Republic of the Congo,15.82,-0.228,2008,1,24
Skal Labissiere,SAC,Kentucky,Haiti,-72.333,18.53,2016,1,28
Steven Adams,OKC,Pittsburgh,New Zealand,174.77,-41.27,2013,1,12
Thon Maker,MIL,None,South Sudan,31.57,4.85,2016,1,10
Timofey Mozgov,LAL,None,Russia,55.75,37.61,Undrafted,Undrafted,Undrafted
Tomas Satoransky,WAS,None,Czech Republic,14.418,50.0,2012,2,32
Zaza Pachulia,GSW,None,Georgia,44.78,41.71,2003,2,42
