PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Al Horford,ATL,Florida,Dominican Republic,-69.92,18.48,2007,1,3
Francisco Garcia,HOU,Louisville,Dominican Republic,-69.92,18.48,2005,1,23
Alexey Shved,MIN,None,Russia,55.75,37.61,Undrafted,Undrafted,Undrafted
Andrei Kirilenko,MIN,None,Russia,55.75,37.61,1999,1,24
Timofey Mozgov,DEN,None,Russia,55.75,37.61,Undrafted,Undrafted,Undrafted
Anderson Varejao,CLE,None,Brazil,-46.625,-23.533,2004,2,30
Fab Melo,BOS,Syracuse,Brazil,-46.625,-23.533,2012,1,22
Leandro Barbosa,BOS,None,Brazil,-46.625,-23.533,2003,1,28
Nene,WAS,None,Brazil,-46.625,-23.533,2002,1,7
Tiago Splitter,SAS,None,Brazil,-46.625,-23.533,2007,1,28
Andrea Bargnani,TOR,None,Italy,12.496,41.90,2006,1,1
Danilo Gallinari,DEN,None,Italy,12.496,41.90,2008,1,6
Marco Belinelli,CHI,None,Italy,12.496,41.90,2007,1,18
Andrew Bogut,GSW,Utah,Australia,150.91,-31.083,2005,1,1
Aron Baynes,SAS,Washington State,Australia,150.91,-31.083,Undrafted,Undrafted,Undrafted
Kyrie Irving,CLE,Duke,Australia,150.91,-31.083,2011,1,1
Patty Mills,SAS,St.Mary's College of California,Australia,150.91,-31.083,2009,2,55
Andrew Nicholson,ORL,St. Bonaventure,Canada,-102.46,52.32,2012,1,19
Cory Joseph,SAS,Texas-Austin,Canada,-102.46,52.32,2011,1,29
Joel Anthony,MIA,UNLV,Canada,-102.46,52.32,Undrafted,Undrafted,Undrafted
Kris Joseph,BKN,Syracuse,Canada,-102.46,52.32,2012,2,51
Robert Sacre,LAL,Gonzaga,Canada,-102.46,52.32,2012,2,60
Steve Nash,LAL,Santa Clara,Canada,-102.46,52.32,1996,1,15
Tristan Thompson,CLE,Texas-Austin,Canada,-102.46,52.32,2011,1,4
Andris Biedrins,GSW,None,Latvia,24.10,56.946,2004,1,11
Beno Udrih,ORL,None,Slovenia,14.50,46.05,2004,1,28
Goran Dragic,PHX,None,Slovenia,14.50,46.05,2008,2,45
Bismack Biyombo,CHA,None,DRC,15.82,-0.228,2011,1,7
Boris Diaw,SAS,None,France,2.29,48.85,2003,1,21
Evan Fournier,DEN,None,France,2.29,48.85,2012,1,20
Ian Mahinmi,IND,None,France,2.29,48.85,2005,1,28
Johan Petro,ATL,None,France,2.29,48.85,2005,1,25
Kevin Seraphin,WAS,None,France,2.29,48.85,2010,1,17
Mickael Gelabale,MIN,None,France,2.29,48.85,2005,2,48
Mickael Pietrus,TOR,None,France,2.29,48.85,2003,1,11
Nando De Colo,SAS,None,France,2.29,48.85,2009,2,53
Nicolas Batum,POR,None,France,2.29,48.85,2008,1,25
Rodrigue Beaubois,DAL,None,France,2.29,48.85,2009,1,25
Ronny Turiaf,LAC,Gonzaga,France,2.29,48.85,2005,2,37
Tony Parker,SAS,None,France,2.29,48.85,2001,1,28
Carlos Delfino,HOU,None,Argentina,-58.38,-34.6,2003,1,25
Luis Scola,PHX,None,Argentina,-58.38,-34.6,2002,2,55
Manu Ginobili,SAS,None,Argentina,-58.38,-34.6,1999,2,57
Pablo Prigioni,NYK,None,Argentina,-58.38,-34.6,Undrafted,Undrafted,Undrafted
Darko Milicic,BOS,None,Serbia,20.45,44.78,2003,1,2
Vladimir Radmanovic,CHI,None,Serbia,20.45,44.78,2001,1,12
DeSagana Diop,CHA,None,Senegal,-17.4676,14.7166,2001,1,8
Dirk Nowitzki,DAL,None,Germany,11.43,48.77,1998,1,9
Tim Ohlbrecht,HOU,None,Germany,11.43,48.77,Undrafted,Undrafted,Undrafted
Donatas Motiejunas,HOU,None,Lithuania,25.27,54.68,2011,1,20
