PLAYER,TEAM,COLLEGE,COUNTRY,lon,lat,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER
Alex Garcia,SAS,None,Brazil,-46.625,-23.533,Undrafted,Undrafted,Undrafted
Leandro Barbosa,PHX,None,Brazil,-46.625,-23.533,2003,1,28
Nene,DEN,None,Brazil,-46.625,-23.533,2002,1,7
Carlos Arroyo,UTA,Florida International,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
Daniel Santiago,MIL,St. Vincent,Puerto Rico,-66.664,18.200,Undrafted,Undrafted,Undrafted
Cezary Trybanski,NYK,None,Poland,21.017,52.237,Undrafted,Undrafted,Undrafted
Maciej Lampe,PHX,None,Poland,21.017,52.237,2003,2,30
Mengke Bateer,TOR,None,China,116.38,39.916,Undrafted,Undrafted,Undrafted
Yao Ming,HOU,None,China,116.38,39.916,2002,1,1
Wang Zhi-zhi,MIA,None,China,116.38,39.916,1999,2,36
Milt Palacio,TOR,Colorado State,Belize,-87.94328,18.00,Undrafted,Undrafted,Undrafted
Raja Bell,UTA,Florida International,US Virgin Islands,-83.82,34.29,Undrafted,Undrafted,Undrafted
Tim Duncan,SAS,Wake Forest,US Virgin Islands,-83.82,34.29,1997,1,1
Shane Heal,SAS,None,Australia,150.91,-31.083,Undrafted,Undrafted,Undrafted
Slava Medvedenko,LAL,None,Ukraine,37.80,48.00,Undrafted,Undrafted,Undrafted
Vitaly Potapenko,SEA,Wright State,Ukraine,37.80,48.00,1996,1,12
Boris Diaw,ATL,None,France,2.29,48.85,2003,1,21
Mickael Pietrus,GSW,None,France,2.29,48.85,2003,1,11
Tony Parker,SAS,None,France,2.29,48.85,2001,1,28
Jerome Moiso,TOR,UCLA,France,2.29,48.85,2000,1,11
Darko Milicic,DET,None,Serbia,20.45,44.78,2003,1,2
Zarko Cabarkapa,PHX,None,Serbia,20.45,44.78,2003,1,17
Vladimir Radmanovic,SEA,None,Serbia,20.45,44.78,2001,1,12
Marko Jaric,LAC,None,Serbia,20.45,44.78,2000,2,30
Predrag Drobnjak,LAC,None,Serbia,20.45,44.78,1997,2,48
Peja Stojakovic,SAC,None,Serbia,20.45,44.78,1996,1,14
Zeljko Rebraca,ATL,None,Serbia,20.45,44.78,1994,2,54
Vlade Divac,SAC,None,Serbia,20.45,44.78,1989,1,26
Sasha Pavlovic,UTA,None,Montenegro,19.26,42.44,2003,1,19
Slavko Vranes,POR,None,Montenegro,19.26,42.44,2003,2,39
Zaza Pachulia,ORL,None,Georgia,44.78,41.71,2003,2,42
Nikoloz Tskitishvili,DEN,None,Georgia,44.78,41.71,2002,1,5
Vladimir Stepania,POR,None,Georgia,44.78,41.71,1998,1,27
Zoran Planinic,NJN,None,Croatia,15.96,45.815,2003,1,22
Gordan Giricek,UTA,None,Croatia,15.96,45.815,1999,2,40
Bruno Sundov,NYK,None,Croatia,15.96,45.815,1998,2,35
Toni Kukoc,MIL,None,Croatia,15.96,45.815,1990,2,29
Bostjan Nachbar,HOU,None,Slovenia,14.50,46.05,2002,1,15
Primoz Brezec,IND,None,Slovenia,14.50,46.05,2000,1,27
Rasho Nesterovic,SAS,None,Slovenia,14.50,46.05,1998,1,17
Dan Gadzuric,MIL,UCLA,Netherlands,4.89,52.37,2002,2,33
Francisco Elson,DEN,California,Netherlands,4.89,52.37,1999,2,41
Darius Songaila,SAC,Wake Forest,Lithuania,25.27,54.68,2002,2,49
Zydrunas Ilgauskas,CLE,None,Lithuania,25.27,54.68,1996,1,20
Jiri Welsch,BOS,None,Czech Republic,14.418,50.0,2002,1,16
Robert Archibald,TOR,Illinois,Scotland,-3.18,55.953,2002,2,31
DeSagana Diop,CLE,None,Senegal,-17.4676,14.7166,2001,1,8
Mamadou N'diaye,ATL,Auburn,Senegal,-17.4676,14.7166,2000,1,26
Mehmet Okur,DET,None,Turkey,28.97,41.01,2001,2,37
Hedo Turkoglu,SAS,None,Turkey,28.97,41.01,2000,1,16
Pau Gasol,MEM,None,Spain,-3.70,40.416,2001,1,3
Raul Lopez,UTA,None,Spain,-3.70,40.416,2001,1,24
Samuel Dalembert,PHI,Seton Hall,Haiti,-72.333,18.53,2001,1,26
Eduardo Najera,DAL,Oklahoma,Mexico,-99.1332,19.432,2000,2,38
Jake Tsakalidis,MEM,None,Greece,23.72,37.98,2000,1,25
Jamaal Magloire,NOH,Kentucky,Canada,-102.46,52.32,2000,1,19
Steve Nash,DAL,Santa Clara,Canada,-102.46,52.32,1996,1,15
Rick Fox,LAL,North Carolina,Canada,-102.46,52.32,1991,1,24
Andrei Kirilenko,UTA,None,Russia,55.75,37.61,1999,1,24
Manu Ginobili,SAS,None,Argentina,-58.38,-34.6,1999,2,57
Dirk Nowitzki,DAL,None,Germany,11.43,48.77,1998,1,9
Michael Olowokandi,MIN,Pacific,Nigeria,7.49,9.072,1998,1,1
Adonal Foyle,GSW,Colgate,St. Vincent & Grenadines,-61.22,13.01,1997,1,8
Dikembe Mutombo,NYK,Georgetown,Congo,15.30,-4.32,1991,1,4
